Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Honeywell International,846,United States,https://www.honeywell.com/,S&P 500,,North America,Mature,Consumer Goods Conglomerates,"Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies.",crunchbase,https://www.crunchbase.com/organization/honeywell,2024-05-16,125,20.242914979757085,8.8,4,2017,29,4,21,3,2,1421,440,14.978021978021978,4.0,230,10941,0,40,73,4,0,8,35,1,30,23,1,5,1,172,36,75,4,82,69,50,69,152,1,44,5,85,63,0,9,469,9303,Charlotte,North Carolina,https://parat.eto.tech/company/846-honeywell-international
HP,833,United States,http://www.hp.com,S&P 500,,North America,Mature,Technology Equipment,"HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",crunchbase,https://www.crunchbase.com/organization/hewlett-packard,2024-05-16,215,41.28540305010893,15.2,14,12556,89,12,8,4,3,1414,291,80.67418546365914,3.1,42,9506,0,0,19,0,10,1,2,6,50,21,0,0,2,174,2,18,0,78,0,38,92,18,0,14,3,13,13,0,14,981,8871,Palo Alto,California,https://parat.eto.tech/company/833-hp
Hewlett Packard Enterprise,487,United States,https://www.hpe.com,S&P 500,,North America,Mature,Technology Equipment,Hewlett Packard Enterprise is an edge-to-cloud company that uses comprehensive solutions to accelerate business outcomes.,crunchbase,https://www.crunchbase.com/organization/hewlett-packard-enterprise,2024-05-16,106,22.820512820512818,12.3,9,1834,17,12,0,3,8,861,440,78.17460317460318,8.3,230,5323,0,3,30,0,0,1,0,0,1,3,0,0,3,308,0,33,5,177,4,78,31,24,3,32,2,5,16,0,0,981,8871,Palo Alto,California,https://parat.eto.tech/company/487-hewlett-packard-enterprise
Fiserv,2322,United States,https://www.fiserv.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Fiserv is a provider of technology solutions to the financial services industry.,crunchbase,https://www.crunchbase.com/organization/fiserv,2024-05-16,1,,5.6,0,0,0,0,0,0,0,18,5,0.0,9.1,1,55,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,8769,Brookfield,Wisconsin,https://parat.eto.tech/company/2322-fiserv
S&P Global,668,United States,https://www.spglobal.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,S&P Global is a market intelligence company that provides financial information and data analytics services.,crunchbase,https://www.crunchbase.com/organization/s-p-global,2024-05-16,30,-16.666666666666668,21.1,2,278,3,8,0,0,2,142,30,300.0,36.1,15,83,0,8,12,0,0,0,0,0,0,1,0,0,0,19,0,0,0,2,0,1,2,1,0,7,0,2,8,0,0,3050,8695,New York,New York,https://parat.eto.tech/company/668-s-p-global
Booz Allen Hamilton,364,United States,http://www.boozallen.com,,,North America,Mature,Industrial & Commercial Services,"Booz Allen Hamilton is a consulting firm that specializes in analytics, technology, and engineering.",crunchbase,https://www.crunchbase.com/organization/booz-allen-hamilton,2024-05-16,176,-5.904183535762482,19.8,26,7986,58,14,18,13,15,888,43,23.809523809523817,32.6,29,132,0,0,1,0,0,0,0,0,3,1,0,0,0,25,0,8,0,15,6,2,11,1,1,1,0,6,1,0,2,2107,8172,Mclean,Virginia,https://parat.eto.tech/company/364-booz-allen-hamilton
Advanced Micro Devices,327,United States,http://www.amd.com,S&P 500,,North America,Mature,Technology Equipment,"Advanced Micro Devices, Inc. (AMD) is an American multinational corporation and semiconductor company based in Santa Clara, California, that develops computer processors and related technologies for business and consumer markets.",wikipedia,https://en.wikipedia.org/wiki/AMD,2024-05-24,155,54.37525437525437,14.3,14,3306,33,9,4,3,22,1083,432,13.705266353622875,8.8,276,4888,0,0,2,0,0,0,0,10,0,1,0,0,0,280,0,4,1,50,1,29,59,25,3,7,0,6,0,0,10,178,8024,Santa Clara,California,https://parat.eto.tech/company/327-advanced-micro-devices
Walmart,793,United States,http://www.walmart.com,S&P 500,,North America,Mature,Food & Drug Retailing,Walmart is a retail corporation that operates several chains of discount department and warehouse stores.,crunchbase,https://www.crunchbase.com/organization/walmart,2024-05-16,233,22.708141321044547,45.7,58,8079,41,39,2,7,35,510,552,-5.596527701790859,17.6,331,3133,1,59,364,0,0,1,15,0,50,5,1,0,3,237,10,29,0,56,81,5,80,86,1,38,8,34,170,15,26,1626,7728,Bentonville,Arkansas,https://parat.eto.tech/company/793-walmart
Goldman Sachs,471,United States,http://www.goldmansachs.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Goldman Sachs is a multinational financial services firm providing securities, investment banking, and management services.",crunchbase,https://www.crunchbase.com/organization/goldman-sachs,2024-05-16,27,6.666666666666667,12.6,5,722,3,8,0,2,5,215,29,75.0,27.9,22,104,0,4,2,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,2,0,1,0,2,1,0,2,0,0,1499,7641,New York,New York,https://parat.eto.tech/company/471-goldman-sachs
ServiceNow,840,United States,http://www.servicenow.com/,S&P 500,,North America,Mature,Software & IT Services,"ServiceNow provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations.",crunchbase,https://www.crunchbase.com/organization/service-now-com,2024-05-16,62,48.46153846153846,58.5,14,2725,15,19,1,6,18,106,305,133.12528115159694,28.0,168,1089,0,4,49,0,0,0,0,1,3,0,0,0,0,214,1,12,0,76,5,32,38,4,2,30,8,3,42,0,8,439,7620,Santa Clara,California,https://parat.eto.tech/company/840-servicenow
Bosch,800,Germany,http://www.bosch.com,,,Europe,Mature,Automobiles & Auto Parts,The Bosch Group is a supplier of technology and services.,crunchbase,https://www.crunchbase.com/organization/bosch,2024-05-16,1488,-4.382650641657828,23.7,153,52524,430,113,354,148,93,6277,3653,70.87594480658161,6.4,886,57344,21,64,111,2,0,12,302,5,241,70,0,4,4,1319,104,153,22,339,600,364,530,932,0,190,5,575,101,1,67,500,7310,Stuttgart,Baden-Wurttemberg,https://parat.eto.tech/company/800-bosch
T-Mobile,831,United States,https://www.t-mobile.com/,S&P 500,,North America,Mature,Telecommunications Services,"T-Mobile is a telecommunications company that provides wireless communication services, including mobile phone and internet services.",crunchbase,https://www.crunchbase.com/organization/t-mobile,2024-05-16,10,-25.0,22.7,0,69,1,0,0,0,0,44,266,121.26984126984127,5.9,183,4509,0,11,39,0,0,6,1,0,1,0,0,0,1,94,1,23,0,208,10,69,9,15,1,22,0,15,14,0,13,569,7306,Bellevue,Washington,https://parat.eto.tech/company/831-t-mobile
Uber,737,United States,http://www.uber.com,S&P 500,,North America,Mature,Software & IT Services,"Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",crunchbase,https://www.crunchbase.com/organization/uber,2024-05-16,191,14.790764790764797,43.0,65,22922,54,19,29,19,24,444,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,7305,San Francisco,California,https://parat.eto.tech/company/737-uber
The Bank Of New York Mellon,2229,United States,https://www.bnymellon.com/,S&P 500,,North America,Mature,Banking & Investment Services,BNY Mellon delivers informed investment management and investment services in 35 countries and serves clients around the world.,crunchbase,https://www.crunchbase.com/organization/bnymellon,2024-05-16,14,38.888888888888886,18.4,1,120,2,2,0,0,0,76,40,0.0,52.6,13,76,0,7,5,0,0,0,1,0,0,1,0,0,0,26,0,4,0,7,0,3,1,0,0,3,0,0,3,0,0,921,7245,New York,New York,https://parat.eto.tech/company/2229-the-bank-of-new-york-mellon
IQVIA,516,United States,https://www.iqvia.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"IQVIA provides analytics, compliance, and management solutions to the life sciences industry.",crunchbase,https://www.crunchbase.com/organization/quintilesims,2024-05-16,144,-16.479232268705953,2.7,32,3984,13,18,2,3,14,5426,51,4.047619047619048,39.2,27,130,0,1,8,0,0,0,0,0,0,32,0,0,1,27,0,10,0,2,0,2,0,0,0,8,0,0,4,0,0,1735,7244,Danbury,Connecticut,https://parat.eto.tech/company/516-iqvia
Philips,201,Netherlands,https://www.philips.co.uk/,,,Europe,Mature,Healthcare Services & Equipment,"Philips is a technology company that operates in various fields, including healthcare, consumer electronics, lighting, and home appliances.",crunchbase,https://www.crunchbase.com/organization/koninklijke-philips,2024-05-16,1054,-5.667083593912863,12.6,34,36605,500,78,36,12,27,8371,1496,24.092799076338903,12.2,504,12268,0,6,55,0,0,13,4,4,36,1064,0,0,2,279,2,41,0,66,2,361,585,26,3,40,9,134,42,0,38,425,7213,Amsterdam,Noord-Holland,https://parat.eto.tech/company/201-philips
Automatic Data Processing,2224,United States,https://www.adp.com/,S&P 500,,North America,Mature,Software & IT Services,"ADP provides business outsourcing solutions that facilitate businesses in HR, payroll, and administration processes.",crunchbase,https://www.crunchbase.com/organization/adp,2024-05-16,5,-100.0,21.7,0,17,2,0,1,1,1,23,98,185.1851851851852,17.8,41,551,0,33,55,1,0,2,0,0,0,1,0,0,0,59,0,6,0,15,1,0,2,1,0,14,0,1,45,0,4,444,7065,Roseland,New Jersey,https://parat.eto.tech/company/2224-automatic-data-processing
Intuit,514,United States,http://www.intuit.com,S&P 500,,North America,Mature,Financial Technology (Fintech) & Infrastructure,"Intuit offers business and financial management solutions for small businesses, consumers, and self-employed individuals.",crunchbase,https://www.crunchbase.com/organization/intuit,2024-05-16,79,6.363636363636364,50.0,21,2841,7,24,0,3,12,158,632,36.81592039800995,42.3,442,1493,0,152,165,2,0,2,0,1,1,2,0,0,11,435,0,37,0,76,1,4,22,2,0,83,12,2,67,0,21,717,6606,Mountain View,California,https://parat.eto.tech/company/514-intuit
Leidos Holdings,839,United States,https://www.leidos.com/,S&P 500,,North America,Mature,Software & IT Services,"Leidos holdings is a provider of scientific, engineering, systems integration and technical services and solutions.",crunchbase,https://www.crunchbase.com/organization/leidos-holdings,2024-05-16,144,-6.24027388733271,2.7,5,10679,49,3,20,3,3,5373,19,16.666666666666668,10.4,6,183,0,0,1,0,0,1,0,0,0,1,0,0,0,11,1,3,0,2,0,0,9,0,0,1,0,2,1,0,0,340,6587,Reston,Virginia,https://parat.eto.tech/company/839-leidos-holdings
Tencent,245,China,https://www.tencent.com/,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,"Tencent is an internet service portal offering value-added internet, mobile, telecom, and online advertising services.",crunchbase,https://www.crunchbase.com/organization/tencent,2024-05-16,4566,8.30777897058139,73.3,1972,196259,2011,1117,216,203,1232,6230,11250,121.90627657341288,23.1,5611,48625,5,269,717,21,0,32,25,464,219,356,0,8,87,5973,15,307,13,1268,534,178,1942,96,3,145,21,133,318,0,784,1010,6457,Shenzhen,Guangdong,https://parat.eto.tech/company/245-tencent
U.S. Bancorp,2175,United States,https://www.usbank.com/index.html,S&P 500,,North America,Mature,Banking & Investment Services,"U.S. Bancorp is a financial holding company, offers banking, investment, mortgage, trust, and payment services and products for its clients",crunchbase,https:// https://www.crunchbase.com/organization/u-s-bancorp,2024-05-16,3,-100.0,16.7,0,22,1,1,0,0,0,18,10,-100.0,30.3,5,33,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,587,5971,Minneapolis,Minnesota,https://parat.eto.tech/company/2175-u-s-bancorp
Expedia Group,822,United States,https://www.expediagroup.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Expedia Group is a internet providing company they help people experience the world in new ways and build lasting connections.,crunchbase,https:// https://www.crunchbase.com/organization/expedia-group,2024-05-16,43,-12.777777777777779,53.8,6,719,2,8,7,1,2,80,21,-100.0,22.6,4,93,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,2,0,0,0,0,0,0,7,0,0,912,5956,Seattle,Washington,https://parat.eto.tech/company/822-expedia-group
Charter Communications,1985,United States,https://corporate.charter.com/,S&P 500,,North America,Mature,Industrial Goods,Charter is a telecommunications and mass media company that offers its services to consumers and businesses under the branding of Spectrum.,crunchbase,https:// https://www.crunchbase.com/organization/charter-communications,2024-05-16,6,50.0,15.4,0,44,2,0,0,1,0,39,59,141.66666666666669,5.8,42,1017,0,3,10,0,0,0,0,0,0,1,0,0,0,20,0,7,0,48,0,26,8,0,0,1,0,2,3,0,0,515,5914,Stamford,Connecticut,https://parat.eto.tech/company/1985-charter-communications
Broadcom,2236,United States,https://www.broadcom.com/,S&P 500,,North America,Mature,Technology Equipment,"Broadcom is a designer, developer, and global supplier of a broad range of analog and digital semiconductor connectivity solutions.",crunchbase,https://www.crunchbase.com/organization/broadcom,2024-05-16,29,55.55555555555555,3.6,0,739,3,5,0,2,2,805,160,-7.486772486772485,5.0,87,3190,0,3,13,0,0,0,0,0,0,0,0,0,1,107,0,33,0,68,0,14,15,2,1,14,3,2,11,0,4,38,5752,San Jose,California,https://parat.eto.tech/company/2236-broadcom
GE Healthcare,462,United States,http://www.gehealthcare.com,S&P 500,,North America,Mature,Unknown,"GE HealthCare Technologies, Inc. is an American multinational medical technology company headquartered in Chicago, Illinois. It was spun-off from General Electric on January 4, 2023, with GE retaining 6.7%. As of 2017, it is a manufacturer and distributor of diagnostic imaging agents and radiopharmaceuticals for imaging modalities used in medical imaging procedures. It offers dyes used in magnetic-resonance-imaging procedures; manufactures medical diagnostic equipment, including CT image machines; MRI, X-ray; ultrasound; cath labs; mammogram; Nuclear Medicine Cameras; and develops health technology for medical imaging and information technologies, medical diagnostics, patient monitoring systems, disease research, drug discovery, and biopharmaceutical manufacturing. It was incorporated in 1994 and operates in more than 100 countries. ",wikipedia,https://en.wikipedia.org/wiki/GE_Healthcare,2024-06-18,290,11.976958525345623,9.2,0,8747,149,4,2,0,4,3140,672,59.46760841497683,19.3,386,3486,0,0,16,0,0,0,1,0,4,486,0,0,1,140,0,9,0,15,0,101,453,6,0,13,1,90,16,0,4,357,5175,Chicago,Illinois,https://parat.eto.tech/company/462-ge-healthcare
Synopsys,845,United States,http://www.synopsys.com,S&P 500,,North America,Mature,Software & IT Services,"Synopsys is a software company providing electronic design automation (EDA), semiconductor IP, software quality, and security solutions.",crunchbase,https://www.crunchbase.com/organization/synopsys,2024-05-16,118,-2.721755368814192,7.1,3,1659,10,2,0,1,3,1659,110,56.730769230769226,10.6,78,1041,0,0,0,0,0,0,0,0,3,0,0,1,0,107,0,7,10,4,0,51,2,4,0,2,0,8,0,0,0,102,5015,Mountain View,California,https://parat.eto.tech/company/845-synopsys
Motorola Solutions,2422,United States,https://www.motorolasolutions.com/,S&P 500,,North America,Mature,Technology Equipment,Motorola Solutions creates mission-critical communication solutions and services for public safety and commercial customers.,crunchbase,https://www.crunchbase.com/organization/motorola-solutions,2024-05-16,33,61.111111111111114,14.9,1,927,15,0,2,0,1,221,106,22.222222222222225,6.5,81,1629,1,6,22,15,0,0,0,0,0,3,0,0,1,55,1,28,0,50,7,6,34,11,2,6,1,6,20,0,13,88,5015,Chicago,Illinois,https://parat.eto.tech/company/2422-motorola-solutions
Charles Schwab Corporation,2255,United States,https://www.schwab.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Charles Schwab offers a wide range of investment advice, products & services.",crunchbase,https://www.crunchbase.com/organization/charles-schwab,2024-05-16,0,,0.0,0,0,0,0,0,0,0,42,29,133.33333333333334,26.6,13,109,0,8,12,0,0,0,0,0,0,0,0,0,0,24,0,5,0,7,0,0,0,1,0,3,0,0,3,0,1,406,4963,Westlake,Texas,https://parat.eto.tech/company/2255-charles-schwab-corporation
Baidu,37,China,http://www.baidu.com,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,Baidu is a search engine that enables individuals to obtain information and finds what they need.,crunchbase,https://www.crunchbase.com/organization/baidu,2024-05-16,2314,-2.2795327164557833,71.7,886,151534,1026,507,118,96,490,3226,11714,97.72138270547946,42.2,6734,27789,8,136,678,48,0,40,90,37,169,226,0,1,41,6630,44,250,28,1006,943,127,1880,574,3,336,103,468,402,0,804,608,4897,Beijing,Beijing ,https://parat.eto.tech/company/37-baidu
Tesla,247,United States,https://www.tesla.com/,S&P 500,,North America,Mature,Unknown,"Tesla Motors is an electric vehicle and clean energy company that provides electric cars, solar, and renewable energy solutions.",crunchbase,https://www.crunchbase.com/organization/tesla-motors,2024-05-16,19,-50.0,9.3,0,1138,5,0,5,0,1,204,52,-54.292929292929294,7.2,29,724,0,4,1,0,0,0,2,0,0,2,0,0,1,29,2,1,0,3,18,2,16,20,0,1,0,5,1,0,0,834,4869,Palo Alto,California,https://parat.eto.tech/company/247-tesla
Target,710,United States,https://www.target.com/,S&P 500,,North America,Mature,Retailers,"Target is an American retailing company providing access to a wide selection of products such as furniture, electronics, toys, and more.",crunchbase,https://www.crunchbase.com/organization/target,2024-05-16,25,-75.0,34.7,5,610,9,1,0,1,1,72,67,23.703703703703706,7.1,47,941,0,9,45,0,0,0,0,0,5,0,0,0,0,27,0,4,0,14,1,0,16,1,1,2,1,0,25,0,0,862,4817,Minneapolis,Minnesota,https://parat.eto.tech/company/710-target
